"x","y","z","distance","inside_sphere","point_type"
-0.424844959750772,-0.378816614858806,0.982246777974069,1.1352550375837,FALSE,"Outside Sphere"
0.576610270887613,-0.35095988586545,-0.395538692828268,0.782370183164,TRUE,"Inside Sphere"
-0.1820461563766,0.740508355665952,-0.132481982465833,0.773979911587286,TRUE,"Inside Sphere"
0.766034808009863,-0.342652441002429,-0.678958177100867,1.0794462602,FALSE,"Outside Sphere"
0.880934568587691,-0.748597527388483,0.646053422708064,1.32432208965105,FALSE,"Outside Sphere"
-0.908887001220137,-0.28755713859573,-0.583818895742297,1.11785920042287,FALSE,"Outside Sphere"
0.0562109760940075,0.861398372333497,-0.430068069603294,0.964430077395216,TRUE,"Inside Sphere"
0.784838088788092,0.750357097480446,0.0924177803099155,1.08974659690647,FALSE,"Outside Sphere"
0.102870028931648,0.640433391556144,0.178090807981789,0.672646644056231,TRUE,"Inside Sphere"
-0.0867705293931067,-0.956455958541483,-0.115493643563241,0.967303420393094,TRUE,"Inside Sphere"
0.913666690699756,0.262473735492676,0.742359650321305,1.20614142369081,FALSE,"Outside Sphere"
-0.093331687618047,0.561832599341869,-0.767725736834109,0.955912904293247,TRUE,"Inside Sphere"
0.355141270905733,0.434489111881703,0.832561575807631,1.00402434639583,FALSE,"Outside Sphere"
0.145266803912818,-0.628428339958191,-0.788069077767432,1.01837001827178,FALSE,"Outside Sphere"
-0.794150634668767,0.161349271424115,-0.184085942804813,0.831021330816626,TRUE,"Inside Sphere"
0.799649940803647,-0.172422726638615,0.590569297783077,1.00893097879526,FALSE,"Outside Sphere"
-0.50782453129068,-0.34515467332676,-0.890544068068266,1.08170524648422,FALSE,"Outside Sphere"
-0.915880932938308,-0.158345852047205,0.588597443886101,1.10016282573524,FALSE,"Outside Sphere"
-0.344158561434597,-0.26879716059193,-0.234578585252166,0.495705700602608,TRUE,"Inside Sphere"
0.909007298294455,0.741413936018944,-0.197675497271121,1.18956483433946,FALSE,"Outside Sphere"
0.779078632127494,-0.454047185368836,-0.217163177207112,0.927513992947652,TRUE,"Inside Sphere"
0.385606812313199,-0.213355223182589,-0.960968701168895,1.05720097880577,FALSE,"Outside Sphere"
0.281013627536595,0.784533190540969,-0.0241925967857242,0.833694349063795,TRUE,"Inside Sphere"
0.988539553247392,0.646119851153344,-0.604047649074346,1.32648214188553,FALSE,"Outside Sphere"
0.311411598231643,0.451155185699463,0.723998679313809,0.90812569215106,TRUE,"Inside Sphere"
0.417060936335474,-0.120338525623083,0.148333215154707,0.458719879757018,TRUE,"Inside Sphere"
0.0881320494227111,-0.0865863277576864,-0.685306194238365,0.696354098251371,TRUE,"Inside Sphere"
0.188284040894359,-0.0391303403303027,0.679015133529902,0.705722052335411,TRUE,"Inside Sphere"
-0.42168052541092,-0.745237186551094,-0.897433440666646,1.2403949815104,FALSE,"Outside Sphere"
-0.705772705376148,-0.42783359484747,0.64362576417625,1.0466187562076,FALSE,"Outside Sphere"
0.926048465073109,0.250921996776015,0.56079857237637,1.11131572782432,FALSE,"Outside Sphere"
0.804598090238869,0.376586655620486,0.402807068545371,0.975422539455375,TRUE,"Inside Sphere"
0.381410556845367,-0.68584803910926,-0.0225039930082858,0.785091061803933,TRUE,"Inside Sphere"
0.590934835374355,0.6001752987504,-0.847458189353347,1.19482205854726,FALSE,"Outside Sphere"
-0.950772630982101,-0.605570551007986,0.278354955837131,1.16110540844138,FALSE,"Outside Sphere"
